date,averagePrice,totalBags,type,year
2017-05-28,0.87,413741.26,conventional,2017
2017-05-21,0.83,459542.98,conventional,2017
2017-05-14,0.79,583615.08,conventional,2017
2017-05-07,0.74,703049.0,conventional,2017
2017-04-30,0.72,794485.27,conventional,2017
2017-04-23,0.68,752218.26,conventional,2017
2017-04-16,0.76,371325.25,conventional,2017
2017-04-09,0.81,280484.23,conventional,2017
2017-04-02,0.7,476291.78,conventional,2017
2017-03-26,0.83,222860.86,conventional,2017
2017-03-19,0.85,158514.81,conventional,2017
2017-03-12,0.9,102946.84,conventional,2017
2017-03-05,0.74,211271.6,conventional,2017
2017-02-26,0.53,321032.39,conventional,2017
2017-02-19,0.67,419061.23,conventional,2017
2017-02-12,0.58,419748.9,conventional,2017
2017-02-05,0.55,404189.61,conventional,2017
2017-01-29,0.7,194545.48,conventional,2017
2017-01-22,0.68,145504.68,conventional,2017
2017-01-15,0.53,291152.19,conventional,2017
2017-01-08,0.57,282900.41,conventional,2017
2017-01-01,0.51,193803.25,conventional,2017
2017-12-31,0.96,66135.14,conventional,2017
2017-12-24,1.3,55578.87,conventional,2017
2017-12-17,1.26,58298.2,conventional,2017
2017-12-10,1.26,73725.13,conventional,2017
2017-12-03,1.25,68510.0,conventional,2017
2017-11-26,1.4,56024.0,conventional,2017
2017-11-19,1.08,93605.0,conventional,2017
2017-11-12,1.03,100042.0,conventional,2017
2017-11-05,1.26,98140.65,conventional,2017
2017-10-29,1.63,77406.61,conventional,2017
2017-10-22,1.67,58968.01,conventional,2017
2017-10-15,1.76,58463.22,conventional,2017
2017-10-08,1.97,57300.4,conventional,2017
2017-10-01,1.84,64990.75,conventional,2017
2017-09-24,1.74,63551.01,conventional,2017
2017-09-17,1.86,61792.05,conventional,2017
2017-09-10,1.86,69273.94,conventional,2017
2017-09-03,1.7,75306.12,conventional,2017
2017-08-27,1.29,86903.61,conventional,2017
2017-08-20,1.39,82427.01,conventional,2017
2017-08-13,1.49,78243.7,conventional,2017
2017-08-06,1.35,82870.82,conventional,2017
2017-07-30,1.41,76667.54,conventional,2017
2017-07-23,1.36,76418.24,conventional,2017
2017-07-16,1.35,73121.41,conventional,2017
2017-07-09,1.08,113180.07,conventional,2017
2017-07-02,1.09,105792.08,conventional,2017
2017-06-25,1.04,116042.89,conventional,2017
2017-06-18,1.03,113131.44,conventional,2017
2017-06-11,0.98,140149.13,conventional,2017
2017-06-04,1.07,125074.74,conventional,2017
2017-05-28,1.19,97315.51,conventional,2017
2017-05-21,1.09,99359.57,conventional,2017
2017-05-14,0.85,155633.65,conventional,2017
2017-05-07,0.93,148453.66,conventional,2017
2017-04-30,1.18,109826.14,conventional,2017
2017-04-23,1.06,126435.11,conventional,2017
2017-04-16,1.14,111566.14,conventional,2017
2017-04-09,1.3,77578.81,conventional,2017
2017-04-02,1.26,92248.11,conventional,2017
2017-03-26,1.27,99700.2,conventional,2017
2017-03-19,1.25,93503.85,conventional,2017
2017-03-12,1.35,71519.47,conventional,2017
2017-03-05,1.35,69427.97,conventional,2017
2017-02-26,1.02,91847.0,conventional,2017
2017-02-19,0.94,91065.56,conventional,2017
2017-02-12,0.77,100652.64,conventional,2017
2017-02-05,0.84,105216.86,conventional,2017
2017-01-29,0.87,115110.34,conventional,2017
2017-01-22,0.93,94227.5,conventional,2017
2017-01-15,0.96,91021.78,conventional,2017
2017-01-08,0.86,89599.44,conventional,2017
2017-01-01,0.91,67288.78,conventional,2017
2017-12-31,1.12,76261.53,conventional,2017
2017-12-24,1.38,51710.05,conventional,2017
2017-12-17,0.99,66637.69,conventional,2017
2017-12-10,1.01,73667.59,conventional,2017
2017-12-03,1.26,55628.0,conventional,2017
2017-11-26,1.42,47379.0,conventional,2017
2017-11-19,1.21,60179.0,conventional,2017
2017-11-12,1.33,59003.0,conventional,2017
2017-11-05,1.48,48394.59,conventional,2017
2017-10-29,1.17,71275.91,conventional,2017
2017-10-22,1.56,51429.82,conventional,2017
2017-10-15,1.76,51315.22,conventional,2017
2017-10-08,1.79,51765.38,conventional,2017
2017-10-01,2.0,45840.15,conventional,2017
2017-09-24,1.82,35881.15,conventional,2017
2017-09-17,1.73,46140.46,conventional,2017
2017-09-10,1.77,43533.18,conventional,2017
2017-09-03,1.88,50424.84,conventional,2017
2017-08-27,1.63,41826.96,conventional,2017
2017-08-20,1.63,51161.99,conventional,2017
2017-08-13,1.49,67283.58,conventional,2017
2017-08-06,1.44,53639.31,conventional,2017
2017-07-30,1.43,55446.01,conventional,2017
2017-07-23,1.44,56450.52,conventional,2017
2017-07-16,1.48,57144.56,conventional,2017
2017-07-09,1.42,48928.01,conventional,2017
2017-07-02,1.41,56470.29,conventional,2017
2017-06-25,1.36,63836.68,conventional,2017
2017-06-18,1.45,43351.0,conventional,2017
2017-06-11,1.43,57336.32,conventional,2017
2017-06-04,1.46,42393.51,conventional,2017
2017-05-28,1.43,69115.18,conventional,2017
2017-05-21,1.44,54459.76,conventional,2017
2017-05-14,1.47,55359.18,conventional,2017
2017-05-07,1.13,86402.04,conventional,2017
2017-04-30,1.26,64145.6,conventional,2017
2017-04-23,1.47,53960.64,conventional,2017
2017-04-16,1.46,51941.25,conventional,2017
2017-04-09,1.5,52407.43,conventional,2017
2017-04-02,1.64,48749.08,conventional,2017
2017-03-26,1.62,51980.34,conventional,2017
2017-03-19,1.56,50413.48,conventional,2017
2017-03-12,1.55,50663.78,conventional,2017
2017-03-05,1.56,46977.96,conventional,2017
2017-02-26,1.16,61512.97,conventional,2017
2017-02-19,1.23,48541.77,conventional,2017
2017-02-12,0.9,75274.47,conventional,2017
2017-02-05,0.74,141030.88,conventional,2017
2017-01-29,1.11,88794.56,conventional,2017
2017-01-22,0.91,119565.88,conventional,2017
2017-01-15,1.16,80417.23,conventional,2017
2017-01-08,1.15,70679.54,conventional,2017
2017-01-01,0.81,121607.44,conventional,2017
2017-12-31,1.04,116801.31,conventional,2017
2017-12-24,1.24,97856.85,conventional,2017
2017-12-17,1.03,98958.11,conventional,2017
2017-12-10,1.03,124468.22,conventional,2017
2017-12-03,1.01,116140.0,conventional,2017
2017-11-26,1.16,72969.0,conventional,2017
2017-11-19,1.13,91022.0,conventional,2017
2017-11-12,1.06,118895.0,conventional,2017
2017-11-05,1.12,137627.4,conventional,2017
2017-10-29,1.29,88997.34,conventional,2017
2017-10-22,1.37,67506.12,conventional,2017
2017-10-15,1.45,68205.04,conventional,2017
2017-10-08,1.64,72048.55,conventional,2017
2017-10-01,1.61,63356.7,conventional,2017
2017-09-24,1.61,70274.94,conventional,2017
2017-09-17,1.58,72795.8,conventional,2017
2017-09-10,1.49,66525.97,conventional,2017
2017-09-03,1.53,72880.09,conventional,2017
2017-08-27,1.48,63892.03,conventional,2017
2017-08-20,1.26,100424.6,conventional,2017
2017-08-13,1.18,148287.3,conventional,2017
2017-08-06,1.3,108608.3,conventional,2017
2017-07-30,1.29,121688.27,conventional,2017
2017-07-23,1.28,113058.06,conventional,2017
2017-07-16,1.22,107719.6,conventional,2017
2017-07-09,0.99,199350.73,conventional,2017
2017-07-02,1.06,189740.23,conventional,2017
2017-06-25,1.03,175933.86,conventional,2017
2017-06-18,1.01,161887.28,conventional,2017
2017-06-11,0.99,158062.58,conventional,2017
2017-06-04,1.05,177543.7,conventional,2017
2017-05-28,1.06,173650.08,conventional,2017
2017-05-21,1.02,168349.26,conventional,2017
2017-05-14,0.98,191197.21,conventional,2017
2017-05-07,0.94,223944.51,conventional,2017
2017-04-30,0.95,174175.99,conventional,2017
2017-04-23,0.84,230633.52,conventional,2017
2017-04-16,0.93,223202.94,conventional,2017
2017-04-09,1.04,139761.66,conventional,2017
2017-04-02,1.04,158457.41,conventional,2017
2017-03-26,1.02,155331.06,conventional,2017
2017-03-19,1.02,153949.48,conventional,2017
2017-03-12,0.99,153566.28,conventional,2017
2017-03-05,0.96,168363.12,conventional,2017
2017-02-26,0.89,164133.27,conventional,2017
2017-02-19,0.93,135901.71,conventional,2017
2017-02-12,0.72,210638.63,conventional,2017
2017-02-05,0.54,264249.77,conventional,2017
2017-01-29,0.93,135096.96,conventional,2017
2017-01-22,0.79,178184.11,conventional,2017
2017-01-15,0.78,212872.74,conventional,2017
2017-01-08,0.81,212524.33,conventional,2017
2017-01-01,0.77,185748.86,conventional,2017
2017-12-31,0.88,1012388.74,conventional,2017
2017-12-24,1.1,884081.73,conventional,2017
2017-12-17,0.89,840432.5,conventional,2017
2017-12-10,1.07,920915.7,conventional,2017
2017-12-03,1.01,972151.0,conventional,2017
2017-11-26,1.19,755782.0,conventional,2017
2017-11-19,1.14,966392.0,conventional,2017
2017-11-12,1.08,914474.0,conventional,2017
2017-11-05,1.04,799761.51,conventional,2017
2017-10-29,1.09,840115.32,conventional,2017
2017-10-22,1.49,598616.46,conventional,2017
2017-10-15,1.67,558535.14,conventional,2017
2017-10-08,1.8,522541.11,conventional,2017
2017-10-01,1.77,557460.87,conventional,2017
2017-09-24,1.75,574906.75,conventional,2017
2017-09-17,1.73,586009.15,conventional,2017
2017-09-10,1.74,615519.53,conventional,2017
2017-09-03,1.61,572807.69,conventional,2017
2017-08-27,1.66,570846.05,conventional,2017
2017-08-20,1.45,677650.12,conventional,2017
2017-08-13,1.19,846737.12,conventional,2017
2017-08-06,1.22,860004.81,conventional,2017
2017-07-30,1.39,661784.53,conventional,2017
2017-07-23,1.38,711322.24,conventional,2017
2017-07-16,1.37,715949.14,conventional,2017
2017-07-09,1.12,1337481.4,conventional,2017
2017-07-02,1.07,1384273.64,conventional,2017
2017-06-25,0.92,1541330.9,conventional,2017
2017-06-18,0.99,1476809.87,conventional,2017
2017-06-11,0.99,1598855.22,conventional,2017
2017-06-04,0.96,1799757.17,conventional,2017
2017-05-28,1.13,1378948.2,conventional,2017
2017-05-21,1.14,1231945.53,conventional,2017
2017-05-14,0.94,1656491.18,conventional,2017
2017-05-07,0.87,1787982.01,conventional,2017
2017-04-30,0.99,1345961.96,conventional,2017
2017-04-23,1.04,1417998.35,conventional,2017
2017-04-16,1.18,1179887.05,conventional,2017
2017-04-09,1.01,1520464.82,conventional,2017
2017-04-02,0.98,1601319.8,conventional,2017
2017-03-26,1.12,1219913.92,conventional,2017
2017-03-19,1.11,1260178.38,conventional,2017
2017-03-12,1.12,1125685.27,conventional,2017
2017-03-05,0.99,1269943.15,conventional,2017
2017-02-26,0.82,1406604.51,conventional,2017
2017-02-19,0.79,1442193.42,conventional,2017
2017-02-12,0.64,1790490.25,conventional,2017
2017-02-05,0.53,2701609.82,conventional,2017
2017-01-29,0.6,1982018.18,conventional,2017
2017-01-22,0.62,1775686.94,conventional,2017
2017-01-15,0.76,1522819.94,conventional,2017
2017-01-08,0.89,1385480.26,conventional,2017
2017-01-01,0.84,1441332.35,conventional,2017
2017-12-31,0.87,57333.07,conventional,2017
2017-12-24,1.18,44886.01,conventional,2017
2017-12-17,1.07,44840.61,conventional,2017
2017-12-10,1.01,56811.08,conventional,2017
2017-12-03,1.11,53643.0,conventional,2017
2017-11-26,1.45,29023.0,conventional,2017
2017-11-19,1.18,43155.0,conventional,2017
2017-11-12,1.14,54034.0,conventional,2017
2017-11-05,1.18,45793.94,conventional,2017
2017-10-29,1.23,54991.92,conventional,2017
2017-10-22,1.7,33521.36,conventional,2017
2017-10-15,1.79,32139.47,conventional,2017
2017-10-08,1.98,31510.26,conventional,2017
2017-10-01,1.89,33336.81,conventional,2017
2017-09-24,1.88,31625.84,conventional,2017
2017-09-17,1.73,35311.37,conventional,2017
2017-09-10,1.65,41623.05,conventional,2017
2017-09-03,1.64,42457.1,conventional,2017
2017-08-27,1.62,43650.07,conventional,2017
2017-08-20,1.56,50049.17,conventional,2017
2017-08-13,1.38,53281.11,conventional,2017
2017-08-06,1.3,54995.5,conventional,2017
2017-07-30,1.3,54512.58,conventional,2017
2017-07-23,1.37,52477.62,conventional,2017
2017-07-16,1.44,42769.76,conventional,2017
2017-07-09,1.01,76179.1,conventional,2017
2017-07-02,1.02,62727.7,conventional,2017
2017-06-25,0.97,68242.12,conventional,2017
2017-06-18,1.06,51626.13,conventional,2017
2017-06-11,1.04,63451.22,conventional,2017
2017-06-04,1.06,70111.13,conventional,2017
2017-05-28,1.08,60274.13,conventional,2017
2017-05-21,1.1,50481.72,conventional,2017
2017-05-14,1.27,42501.2,conventional,2017
2017-05-07,1.06,74600.03,conventional,2017
2017-04-30,1.26,42529.06,conventional,2017
2017-04-23,1.17,48335.22,conventional,2017
2017-04-16,1.22,50127.95,conventional,2017
2017-04-09,1.2,44160.67,conventional,2017
2017-04-02,1.15,51393.86,conventional,2017
2017-03-26,1.11,50457.52,conventional,2017
2017-03-19,1.29,28157.68,conventional,2017
2017-03-12,1.18,40620.54,conventional,2017
2017-03-05,0.99,49622.16,conventional,2017
2017-02-26,0.95,43409.73,conventional,2017
2017-02-19,0.94,50787.9,conventional,2017
2017-02-12,0.75,71259.68,conventional,2017
2017-02-05,0.91,48887.14,conventional,2017
2017-01-29,0.94,58306.36,conventional,2017
2017-01-22,0.94,57605.35,conventional,2017
2017-01-15,1.06,43327.15,conventional,2017
2017-01-08,0.86,60171.57,conventional,2017
2017-01-01,0.77,47918.44,conventional,2017
2017-12-31,1.17,152322.8,conventional,2017
2017-12-24,1.45,120689.86,conventional,2017
2017-12-17,1.01,142323.98,conventional,2017
2017-12-10,1.03,150858.45,conventional,2017
2017-12-03,1.35,131661.0,conventional,2017
2017-11-26,1.45,116959.0,conventional,2017
2017-11-19,1.23,155975.0,conventional,2017
2017-11-12,1.42,123105.0,conventional,2017
2017-11-05,1.53,101261.29,conventional,2017
2017-10-29,1.22,152102.55,conventional,2017
2017-10-22,1.59,118762.83,conventional,2017
2017-10-15,1.79,98117.35,conventional,2017
2017-10-08,1.92,109102.47,conventional,2017
2017-10-01,2.04,96657.84,conventional,2017
2017-09-24,1.93,75256.56,conventional,2017
2017-09-17,1.84,77835.4,conventional,2017
2017-09-10,1.81,61777.96,conventional,2017
2017-09-03,1.98,90373.44,conventional,2017
2017-08-27,1.65,97569.78,conventional,2017
2017-08-20,1.7,94303.33,conventional,2017
2017-08-13,1.51,114203.24,conventional,2017
2017-08-06,1.48,94854.26,conventional,2017
2017-07-30,1.46,95997.38,conventional,2017
2017-07-23,1.47,104763.61,conventional,2017
2017-07-16,1.48,90205.21,conventional,2017
2017-07-09,1.43,111332.51,conventional,2017
2017-07-02,1.44,131427.72,conventional,2017
2017-06-25,1.43,123209.59,conventional,2017
2017-06-18,1.52,127089.16,conventional,2017
2017-06-11,1.48,160585.23,conventional,2017
2017-06-04,1.49,152040.07,conventional,2017
2017-05-28,1.45,167808.9,conventional,2017
2017-05-21,1.49,146578.54,conventional,2017
2017-05-14,1.5,149835.74,conventional,2017
2017-05-07,1.17,209630.82,conventional,2017
2017-04-30,1.26,193153.65,conventional,2017
2017-04-23,1.51,145077.0,conventional,2017
2017-04-16,1.5,129146.4,conventional,2017
2017-04-09,1.54,106611.13,conventional,2017
2017-04-02,1.71,119203.76,conventional,2017
2017-03-26,1.71,121256.79,conventional,2017
2017-03-19,1.62,143484.42,conventional,2017
2017-03-12,1.7,106550.62,conventional,2017
2017-03-05,1.67,112653.6,conventional,2017
2017-02-26,1.26,135508.1,conventional,2017
2017-02-19,1.35,116357.22,conventional,2017
2017-02-12,0.97,170280.79,conventional,2017
2017-02-05,0.87,282357.34,conventional,2017
2017-01-29,1.3,208308.68,conventional,2017
2017-01-22,1.05,253417.24,conventional,2017
2017-01-15,1.34,210805.19,conventional,2017
2017-01-08,1.4,190952.57,conventional,2017
2017-01-01,0.98,277538.12,conventional,2017
2017-12-31,0.96,1411792.12,conventional,2017
2017-12-24,1.26,945549.48,conventional,2017
2017-12-17,1.23,961484.35,conventional,2017
2017-12-10,1.07,1404338.18,conventional,2017
2017-12-03,1.18,953110.0,conventional,2017
2017-11-26,1.33,793694.0,conventional,2017
2017-11-19,1.3,939370.0,conventional,2017
2017-11-12,1.33,919162.0,conventional,2017
2017-11-05,1.28,982038.86,conventional,2017
2017-10-29,1.41,927954.41,conventional,2017
2017-10-22,1.56,796520.43,conventional,2017
2017-10-15,1.63,778032.85,conventional,2017
2017-10-08,1.72,745721.27,conventional,2017
2017-10-01,1.64,808831.59,conventional,2017
2017-09-24,1.6,801385.83,conventional,2017
2017-09-17,1.55,817469.64,conventional,2017
2017-09-10,1.56,865622.9,conventional,2017
2017-09-03,1.54,889302.6,conventional,2017
2017-08-27,1.5,944712.47,conventional,2017
2017-08-20,1.41,1087069.4,conventional,2017
2017-08-13,1.37,1013908.26,conventional,2017
2017-08-06,1.34,1006737.98,conventional,2017
2017-07-30,1.34,977681.58,conventional,2017
2017-07-23,1.34,1005805.72,conventional,2017
2017-07-16,1.34,1016824.84,conventional,2017
2017-07-09,1.29,1214991.99,conventional,2017
2017-07-02,1.26,1267463.78,conventional,2017
2017-06-25,1.27,1127351.85,conventional,2017
2017-06-18,1.34,1054979.65,conventional,2017
2017-06-11,1.34,1112756.44,conventional,2017
2017-06-04,1.43,1123278.07,conventional,2017
2017-05-28,1.38,1241824.69,conventional,2017
2017-05-21,1.34,1151650.99,conventional,2017
2017-05-14,1.31,1259276.77,conventional,2017
2017-05-07,1.19,1698910.66,conventional,2017
2017-04-30,1.38,1185502.1,conventional,2017
2017-04-23,1.4,1185824.34,conventional,2017
2017-04-16,1.43,1092118.44,conventional,2017
2017-04-09,1.39,1088252.62,conventional,2017
2017-04-02,1.3,1322626.39,conventional,2017
2017-03-26,1.33,1127462.72,conventional,2017
2017-03-19,1.35,970055.99,conventional,2017
2017-03-12,1.33,995740.12,conventional,2017
2017-03-05,1.14,1176992.95,conventional,2017
2017-02-26,1.2,950191.41,conventional,2017
2017-02-19,1.19,1007621.1,conventional,2017
2017-02-12,1.07,1054822.3,conventional,2017
2017-02-05,0.95,1116991.27,conventional,2017
2017-01-29,1.22,1003194.05,conventional,2017
2017-01-22,1.17,1042787.65,conventional,2017
2017-01-15,1.23,1003636.5,conventional,2017
2017-01-08,1.11,1007510.87,conventional,2017
2017-01-01,1.12,875004.19,conventional,2017
2017-12-31,0.81,89385.95,conventional,2017
2017-12-24,1.04,78725.73,conventional,2017
2017-12-17,0.91,92613.15,conventional,2017
2017-12-10,0.9,109264.75,conventional,2017
2017-12-03,1.01,98063.0,conventional,2017
2017-11-26,1.08,70172.0,conventional,2017
2017-11-19,1.02,77107.0,conventional,2017
2017-11-12,1.07,73436.0,conventional,2017
2017-11-05,1.02,75734.81,conventional,2017
2017-10-29,1.14,82106.6,conventional,2017
2017-10-22,1.41,59464.93,conventional,2017
2017-10-15,1.57,63457.44,conventional,2017
2017-10-08,1.76,59728.72,conventional,2017
2017-10-01,1.7,59782.33,conventional,2017
2017-09-24,1.66,61965.18,conventional,2017
2017-09-17,1.48,66684.64,conventional,2017
2017-09-10,1.42,66121.71,conventional,2017
2017-09-03,1.34,68908.62,conventional,2017
2017-08-27,1.28,61855.56,conventional,2017
2017-08-20,1.07,109665.17,conventional,2017
2017-08-13,1.05,105462.58,conventional,2017
2017-08-06,1.13,100570.55,conventional,2017
2017-07-30,1.14,81491.13,conventional,2017
2017-07-23,1.21,83115.7,conventional,2017
2017-07-16,1.18,86617.7,conventional,2017
2017-07-09,0.99,130340.2,conventional,2017
2017-07-02,0.96,128485.3,conventional,2017
2017-06-25,0.9,125573.44,conventional,2017
2017-06-18,1.0,118640.29,conventional,2017
2017-06-11,1.13,87799.33,conventional,2017
2017-06-04,1.07,123455.82,conventional,2017
2017-05-28,0.97,125467.41,conventional,2017
2017-05-21,0.99,112546.73,conventional,2017
2017-05-14,1.02,92767.27,conventional,2017
2017-05-07,0.84,186645.33,conventional,2017
2017-04-30,0.99,127369.08,conventional,2017
2017-04-23,1.1,108081.47,conventional,2017
2017-04-16,1.09,109216.32,conventional,2017
2017-04-09,1.03,130682.75,conventional,2017
2017-04-02,0.95,147713.87,conventional,2017
2017-03-26,0.91,130851.27,conventional,2017
2017-03-19,0.96,107141.14,conventional,2017
2017-03-12,0.75,97260.86,conventional,2017
2017-03-05,0.6,193381.81,conventional,2017
2017-02-26,0.88,81143.35,conventional,2017
2017-02-19,0.82,99281.06,conventional,2017
2017-02-12,0.66,101335.8,conventional,2017
2017-02-05,0.68,152057.32,conventional,2017
2017-01-29,0.93,107675.09,conventional,2017
2017-01-22,0.87,107805.91,conventional,2017
2017-01-15,0.89,122107.34,conventional,2017
2017-01-08,0.84,111083.19,conventional,2017
2017-01-01,0.73,109586.47,conventional,2017
2017-12-31,1.06,73557.53,conventional,2017
2017-12-24,1.14,81602.39,conventional,2017
2017-12-17,1.03,79981.76,conventional,2017
2017-12-10,1.06,83640.33,conventional,2017
2017-12-03,0.97,81753.0,conventional,2017
2017-11-26,1.27,67390.0,conventional,2017
2017-11-19,1.27,73013.0,conventional,2017
2017-11-12,1.11,88890.0,conventional,2017
2017-11-05,1.32,72659.82,conventional,2017
2017-10-29,1.11,84659.39,conventional,2017
2017-10-22,1.26,83683.66,conventional,2017
2017-10-15,1.46,73874.84,conventional,2017
2017-10-08,1.34,96187.82,conventional,2017
2017-10-01,1.72,74229.44,conventional,2017
2017-09-24,1.7,54023.74,conventional,2017
2017-09-17,1.62,57079.58,conventional,2017
2017-09-10,1.62,69840.11,conventional,2017
2017-09-03,1.57,70285.3,conventional,2017
2017-08-27,1.46,68206.82,conventional,2017
2017-08-20,1.46,73537.88,conventional,2017
2017-08-13,1.39,75428.62,conventional,2017
2017-08-06,1.33,76796.57,conventional,2017
2017-07-30,1.4,73329.95,conventional,2017
2017-07-23,1.39,68790.22,conventional,2017
2017-07-16,1.32,82836.1,conventional,2017
2017-07-09,1.26,87742.59,conventional,2017
2017-07-02,1.27,100813.22,conventional,2017
2017-06-25,1.3,104346.3,conventional,2017
2017-06-18,1.29,83711.26,conventional,2017
2017-06-11,1.32,93555.5,conventional,2017
2017-06-04,1.38,72381.4,conventional,2017
2017-05-28,1.39,80031.19,conventional,2017
2017-05-21,1.36,69238.94,conventional,2017
2017-05-14,1.35,76464.43,conventional,2017
2017-05-07,1.02,109148.95,conventional,2017
2017-04-30,1.32,79491.39,conventional,2017
2017-04-23,1.35,70787.69,conventional,2017
2017-04-16,1.27,78642.84,conventional,2017
2017-04-09,1.34,74226.19,conventional,2017
2017-04-02,1.37,71764.0,conventional,2017
2017-03-26,1.38,73914.83,conventional,2017
2017-03-19,1.32,67421.98,conventional,2017
2017-03-12,1.32,67853.79,conventional,2017
2017-03-05,1.13,70143.31,conventional,2017
2017-02-26,0.98,86757.72,conventional,2017
2017-02-19,1.11,71703.26,conventional,2017
2017-02-12,0.9,85323.05,conventional,2017
2017-02-05,0.61,152143.79,conventional,2017
2017-01-29,0.97,99061.62,conventional,2017
2017-01-22,1.06,93630.85,conventional,2017
2017-01-15,1.01,83866.68,conventional,2017
2017-01-08,1.1,75163.77,conventional,2017
2017-01-01,0.81,100205.62,conventional,2017
2017-12-31,1.33,347832.27,conventional,2017
2017-12-24,1.34,404470.2,conventional,2017
2017-12-17,1.41,484077.88,conventional,2017
2017-12-10,1.14,434202.54,conventional,2017
2017-12-03,1.41,496308.0,conventional,2017
2017-11-26,1.42,473316.0,conventional,2017
2017-11-19,1.37,633460.0,conventional,2017
2017-11-12,1.52,402660.0,conventional,2017
2017-11-05,1.41,624918.06,conventional,2017
2017-10-29,1.57,354341.95,conventional,2017
2017-10-22,1.54,392401.25,conventional,2017
2017-10-15,1.68,352630.15,conventional,2017
2017-10-08,1.69,359170.78,conventional,2017
2017-10-01,1.67,410153.57,conventional,2017
2017-09-24,1.65,384582.96,conventional,2017
2017-09-17,1.61,389954.96,conventional,2017
2017-09-10,1.61,392890.13,conventional,2017
2017-09-03,1.8,374558.49,conventional,2017
2017-08-27,1.81,387007.38,conventional,2017
2017-08-20,1.75,402063.85,conventional,2017
2017-08-13,1.58,515650.75,conventional,2017
2017-08-06,1.56,393957.81,conventional,2017
2017-07-30,1.52,382863.86,conventional,2017
2017-07-23,1.55,409513.57,conventional,2017
2017-07-16,1.57,393552.94,conventional,2017
2017-07-09,1.63,555724.83,conventional,2017
2017-07-02,1.72,511546.02,conventional,2017
2017-06-25,1.47,403510.57,conventional,2017
2017-06-18,1.82,417709.8,conventional,2017
2017-06-11,1.74,563460.66,conventional,2017
2017-06-04,1.83,445573.35,conventional,2017
2017-05-28,1.75,569756.05,conventional,2017
2017-05-21,1.8,423672.83,conventional,2017
2017-05-14,1.75,534265.94,conventional,2017
2017-05-07,1.65,766061.72,conventional,2017
2017-04-30,1.84,369051.45,conventional,2017
2017-04-23,1.68,360814.66,conventional,2017
2017-04-16,1.76,403705.08,conventional,2017
2017-04-09,1.75,461405.91,conventional,2017
2017-04-02,1.74,389659.01,conventional,2017
2017-03-26,1.72,389225.45,conventional,2017
2017-03-19,1.7,384028.21,conventional,2017
2017-03-12,1.76,379170.21,conventional,2017
2017-03-05,1.39,334544.61,conventional,2017
2017-02-26,1.55,341411.76,conventional,2017
2017-02-19,1.28,328339.45,conventional,2017
2017-02-12,1.19,470182.94,conventional,2017
2017-02-05,1.24,348244.64,conventional,2017
2017-01-29,1.52,341850.41,conventional,2017
2017-01-22,1.48,330126.73,conventional,2017
2017-01-15,1.38,315858.98,conventional,2017
2017-01-08,1.29,299479.14,conventional,2017
2017-01-01,1.44,239496.73,conventional,2017
2017-12-31,1.31,872131.55,conventional,2017
2017-12-24,1.37,1048425.58,conventional,2017
2017-12-17,1.35,1109458.61,conventional,2017
2017-12-10,1.17,1131215.15,conventional,2017
2017-12-03,1.32,1132825.0,conventional,2017
2017-11-26,1.37,1117290.0,conventional,2017
2017-11-19,1.37,1420079.0,conventional,2017
2017-11-12,1.35,1039727.0,conventional,2017
2017-11-05,1.45,1303309.67,conventional,2017
2017-10-29,1.52,933692.83,conventional,2017
2017-10-22,1.51,927237.43,conventional,2017
2017-10-15,1.62,826004.71,conventional,2017
2017-10-08,1.63,903417.68,conventional,2017
2017-10-01,1.61,973411.54,conventional,2017
2017-09-24,1.59,934886.1,conventional,2017
2017-09-17,1.54,994772.68,conventional,2017
2017-09-10,1.61,998472.03,conventional,2017
2017-09-03,1.75,957115.62,conventional,2017
2017-08-27,1.7,1044181.46,conventional,2017
2017-08-20,1.68,1103729.34,conventional,2017
2017-08-13,1.49,1232316.67,conventional,2017
2017-08-06,1.52,1088469.36,conventional,2017
2017-07-30,1.49,1065844.42,conventional,2017
2017-07-23,1.46,1066818.86,conventional,2017
2017-07-16,1.5,1024023.73,conventional,2017
2017-07-09,1.58,1240236.47,conventional,2017
2017-07-02,1.63,1173181.61,conventional,2017
2017-06-25,1.54,953956.86,conventional,2017
2017-06-18,1.68,1019327.2,conventional,2017
2017-06-11,1.68,1168363.81,conventional,2017
2017-06-04,1.74,1123518.54,conventional,2017
2017-05-28,1.71,1375326.92,conventional,2017
2017-05-21,1.66,1114895.82,conventional,2017
2017-05-14,1.67,1386871.54,conventional,2017
2017-05-07,1.53,1925092.3,conventional,2017
2017-04-30,1.6,1181119.71,conventional,2017
2017-04-23,1.59,1149096.05,conventional,2017
2017-04-16,1.65,1229648.4,conventional,2017
2017-04-09,1.6,1328661.56,conventional,2017
2017-04-02,1.62,1209320.27,conventional,2017
2017-03-26,1.54,1183780.1,conventional,2017
2017-03-19,1.59,1109954.47,conventional,2017
2017-03-12,1.6,1132566.94,conventional,2017
2017-03-05,1.34,938243.04,conventional,2017
2017-02-26,1.43,958680.08,conventional,2017
2017-02-19,1.36,924248.45,conventional,2017
2017-02-12,1.19,1198725.17,conventional,2017
2017-02-05,1.23,1039504.25,conventional,2017
2017-01-29,1.39,1068859.88,conventional,2017
2017-01-22,1.39,1055777.33,conventional,2017
2017-01-15,1.36,1037160.29,conventional,2017
